Date,Ticker,Close,Daily_%_Change,7d_SMA
2024-12-05,BTC-USD,96593.5703125,-2.2020788503929523,
2024-12-06,BTC-USD,99920.7109375,3.444474217316973,
2024-12-07,BTC-USD,99923.3359375,0.002627082989481444,
2024-12-08,BTC-USD,101236.015625,1.3136868131795154,
2024-12-09,BTC-USD,97432.71875,-3.7568614800964073,
2024-12-10,BTC-USD,96675.4296875,-0.7772430783165474,98650.04464285714
2024-12-11,BTC-USD,101173.03125,4.652269534294651,98993.54464285714
2024-12-12,BTC-USD,100043.0,-1.1169293200355757,99486.3203125
2024-12-13,BTC-USD,101459.2578125,1.4156490833941326,99706.11272321429
2024-12-14,BTC-USD,101372.96875,-0.08504799301751742,99913.203125
2024-12-15,BTC-USD,104298.6953125,2.886101293644905,100350.72879464286
2024-12-16,BTC-USD,106029.71875,1.6596788984881483,101578.87165178571
2024-12-17,BTC-USD,106140.6015625,0.1045771070669721,102931.0390625
2024-12-18,BTC-USD,100041.5390625,-5.746210601989676,102769.39732142857
2024-12-19,BTC-USD,97490.953125,-2.5495268879325628,102404.81919642857
2024-12-20,BTC-USD,97755.9296875,0.2717960528709318,101875.77232142857
2024-12-21,BTC-USD,97224.7265625,-0.5433973434635808,101283.16629464286
2024-12-22,BTC-USD,95104.9375,-2.1802983021374844,99969.77232142857
2024-12-23,BTC-USD,94686.2421875,-0.4402456102765462,98349.27566964286
2024-12-24,BTC-USD,98676.09375,4.213760595334648,97282.91741071429
2024-12-25,BTC-USD,99299.1953125,0.6314615210434305,97176.86830357143
2024-12-26,BTC-USD,95795.515625,-3.528406928650052,96934.66294642857
2024-12-27,BTC-USD,94164.859375,-1.7022260795415023,96421.65290178571
2024-12-28,BTC-USD,95163.9296875,1.0609799867287384,96127.25334821429
2024-12-29,BTC-USD,93530.2265625,-1.7167251608511402,95902.29464285714
2024-12-30,BTC-USD,92643.2109375,-0.948373223930199,95610.43303571429
2024-12-31,BTC-USD,93429.203125,0.8484077565384274,94860.87723214286
2025-01-01,BTC-USD,94419.7578125,1.060219561302178,94163.81473214286
2025-01-02,BTC-USD,96886.875,2.6129247147606893,94319.72321428571
2025-01-03,BTC-USD,98107.4296875,1.2597729955682757,94882.94754464286
2025-01-04,BTC-USD,98236.2265625,0.13128146911018934,95321.84709821429
2025-01-05,BTC-USD,98314.9609375,0.0801480042089242,96005.38058035714
2025-01-06,BTC-USD,102078.0859375,3.8276219245942267,97353.21986607143
2025-01-07,BTC-USD,96922.703125,-5.050430525956884,97852.29129464286
2025-01-08,BTC-USD,95043.5234375,-1.9388436629511285,97941.40066964286
2025-01-09,BTC-USD,92484.0390625,-2.6929603222076492,97312.42410714286
2025-01-10,BTC-USD,94701.453125,2.3976181025154863,96825.85602678571
