Date,Close,Volume,Daily_%_Change,7d_SMA,RSI_14,Volume_Change_%,Rolling_Std_7,Ticker,VIX_Close,DXY_Close,NDX_Close
2025-01-15,100504.4921875,57805923627,4.11299996325778,95399.36941964286,61.83853004176377,7.50655038847905,2537.674097625445,BTC-USD,16.1200008392334,109.08999633789062,21237.849609375
2025-01-16,99756.90625,54103781805,-0.7438333563293043,96438.35044642857,55.98438629105668,-6.404433299757539,2632.2152923931435,BTC-USD,16.600000381469727,108.95999908447266,21091.25
2025-01-17,104462.0390625,71888972663,4.716598568833419,97832.71986607143,61.569019565452386,32.87236171789451,3858.4160875176954,BTC-USD,15.970000267028809,109.3499984741211,21441.16015625
2025-01-18,104408.0703125,50445655726,-0.051663504258914195,99238.64508928571,61.26697970963562,-29.82838138127477,4243.7310977657735,BTC-USD,15.970000267028809,109.3499984741211,21441.16015625
2025-01-19,101089.609375,76789928525,-3.1783567377192568,100181.66964285714,54.529475547298084,52.22307534684696,3712.4127658904417,BTC-USD,15.970000267028809,109.3499984741211,21441.16015625
2025-01-20,102016.6640625,126279678351,0.9170622908047932,101253.11830357143,49.889500122277916,64.44823009554949,2766.747748720541,BTC-USD,15.970000267028809,109.3499984741211,21441.16015625
2025-01-21,106146.265625,88733878242,4.047967653568851,102626.29241071429,67.22938441466711,-29.73225826933117,2394.5550836516845,BTC-USD,15.0600004196167,108.05999755859375,21566.509765625
2025-01-22,103653.0703125,53878181052,-2.3488299826845638,103076.08928571429,65.72177185111465,-39.28116056748877,2218.835293680664,BTC-USD,15.100000381469727,108.16999816894531,21853.0
2025-01-23,103960.171875,104104515428,0.2962783076025932,103676.55580357143,72.83481617517897,93.22203050530705,1672.3280225247938,BTC-USD,15.020000457763672,108.05000305175781,21900.9296875
2025-01-24,104819.484375,52388229265,0.8265785680243276,103727.61941964286,71.28276203879417,-49.677274756413084,1705.43911298805,BTC-USD,14.850000381469727,107.44000244140625,21774.009765625
2025-01-25,104714.6484375,23888996502,-0.10001569662844156,103771.41629464286,71.37290997469708,-54.40006879950039,1729.5915273719208,BTC-USD,14.850000381469727,107.44000244140625,21774.009765625
2025-01-26,102682.5,22543395879,-1.9406534499448846,103998.97209821429,65.94519731581173,-5.6327214200368125,1389.2503941371654,BTC-USD,14.850000381469727,107.44000244140625,21774.009765625
2025-01-27,102087.6875,89006608428,-0.5792734886665207,104009.11830357143,64.41512558193222,294.82342813716417,1372.5185483988464,BTC-USD,17.899999618530273,107.33999633789062,21127.279296875
2025-01-28,101332.4765625,47180685494,-0.7397669160641884,103321.43415178571,59.59729425239581,-46.99192978219611,1328.5009648992223,BTC-USD,16.40999984741211,107.87000274658203,21463.0390625
2025-01-29,103703.2109375,47432049818,2.3395602825692086,103328.59709821429,56.83511558242618,0.5327695461990745,1330.7204000612621,BTC-USD,16.559999465942383,108.0,21411.4609375
2025-01-30,104735.3046875,41915744521,0.9952379879751394,103439.33035714286,60.51019475779224,-11.629911248125346,1421.2088316809006,BTC-USD,15.84000015258789,107.80000305175781,21508.119140625
2025-01-31,102405.0234375,45732764360,-2.2249243050878498,103094.40736607143,45.17332177708167,9.10641068796394,1319.7960613994499,BTC-USD,16.43000030517578,108.37000274658203,21478.05078125
2025-02-01,100655.90625,27757944848,-1.7080384621634526,102514.58705357143,41.84452609553993,-39.30403019267651,1379.5491571607397,BTC-USD,16.43000030517578,108.37000274658203,21478.05078125
