Date,Ticker,Close,Daily_%_Change,7d_SMA
2025-05-18,BTC-USD,106446.0078125,3.154266519659865,104818.546875
2025-05-19,BTC-USD,105606.1796875,-0.7889709931436006,105081.09114583333
2025-05-20,BTC-USD,106791.0859375,1.1220046530480143,105508.58984375
2025-05-21,BTC-USD,109678.078125,2.7034018449719976,106342.4875
2025-05-22,BTC-USD,111673.28125,1.8191448638679386,107230.953125
2025-05-23,BTC-USD,107287.796875,-3.9270668202023518,107239.07366071429
2025-05-24,BTC-USD,107791.15625,0.4691674073487251,107896.2265625
2025-05-25,BTC-USD,109035.390625,1.1543009819045436,108266.13839285714
2025-05-26,BTC-USD,109440.3671875,0.3714175371671846,108813.87946428571
2025-05-27,BTC-USD,108994.640625,-0.4072780217708405,109128.67299107143
2025-05-28,BTC-USD,107802.328125,-1.0939184653144474,108860.70870535714
2025-05-29,BTC-USD,105641.7578125,-2.004196337944353,107999.0625
2025-05-30,BTC-USD,103998.5703125,-1.5554336978341854,107529.17299107143
2025-05-31,BTC-USD,104638.09375,0.6149348357177731,107078.73549107143
2025-05-18,ETH-USD,2498.233642578125,0.9079756900171487,2486.9940185546875
2025-05-19,ETH-USD,2529.166748046875,1.238199059589462,2501.0515950520835
2025-05-20,ETH-USD,2524.173095703125,-0.1974425904344268,2506.8319702148438
2025-05-21,ETH-USD,2552.34716796875,1.1161703733228778,2515.935009765625
2025-05-22,ETH-USD,2664.156982421875,4.380666386466037,2540.638671875
2025-05-23,ETH-USD,2526.44189453125,-5.169180675135509,2538.6105608258927
2025-05-24,ETH-USD,2530.646240234375,0.1664137106111907,2546.4522530691966
2025-05-25,ETH-USD,2551.763916015625,0.8344775909608915,2554.099434988839
2025-05-26,ETH-USD,2564.138427734375,0.4849395212889407,2559.095389229911
2025-05-27,ETH-USD,2663.06982421875,3.858270497969518,2578.9377790178573
2025-05-28,ETH-USD,2682.212890625,0.7188345657390238,2597.4900251116073
2025-05-29,ETH-USD,2632.65478515625,-1.8476574190649742,2592.9897112165177
2025-05-30,ETH-USD,2529.943603515625,-3.9014299261621144,2593.4899553571427
2025-05-31,ETH-USD,2529.08740234375,-0.033842697943353706,2593.267264229911
2025-05-18,USDT-USD,1.0004240274429321,0.016100940862240343,1.0003435015678406
2025-05-19,USDT-USD,1.0003060102462769,-0.011796717533552048,1.0003310044606526
2025-05-20,USDT-USD,1.0002830028533936,-0.002300035453917104,1.000319004058838
2025-05-21,USDT-USD,1.0003349781036377,0.0051960545261575675,1.000322198867798
2025-05-22,USDT-USD,0.9995790123939514,-0.0755712562525157,1.0001983344554901
2025-05-23,USDT-USD,1.0000449419021606,0.04661257413691722,1.000176421233586
2025-05-24,USDT-USD,1.0003230571746826,0.027810277405437844,1.0001850043024336
2025-05-25,USDT-USD,1.0003199577331543,-0.00030984405549050464,1.0001701372010368
2025-05-26,USDT-USD,1.0003249645233154,0.0005005188712381425,1.0001728449548994
2025-05-27,USDT-USD,1.000349998474121,0.0025025818302548686,1.0001824157578605
2025-05-28,USDT-USD,1.0001959800720215,-0.015396451475435668,1.000162558896201
2025-05-29,USDT-USD,0.9997829794883728,-0.041291965962408916,1.0001916970525468
2025-05-30,USDT-USD,1.0001389980316162,0.035609582334128476,1.000205133642469
2025-05-31,USDT-USD,1.000372052192688,0.02330217715043048,1.0002121329307556
2025-05-18,XRP-USD,2.434170961380005,3.3897496667820493,2.394267439842224
2025-05-19,XRP-USD,2.3813788890838623,-2.168790653316033,2.3899712562561035
2025-05-20,XRP-USD,2.356755018234253,-1.0340173486245385,2.381667196750641
2025-05-21,XRP-USD,2.398926019668579,1.7893672065211863,2.3851189613342285
2025-05-22,XRP-USD,2.429795026779175,1.2867844551063046,2.3925649722417197
2025-05-23,XRP-USD,2.294321060180664,-5.575530656101835,2.378530127661569
2025-05-24,XRP-USD,2.3328700065612793,1.6801897105708452,2.3754595688411166
2025-05-25,XRP-USD,2.342974901199341,0.43315292363659275,2.3624315602438792
2025-05-26,XRP-USD,2.3106610774993896,-1.3791792512762302,2.3523290157318115
2025-05-27,XRP-USD,2.318671941757202,0.34669144409884556,2.34688857623509
2025-05-28,XRP-USD,2.2742528915405273,-1.9157108608909956,2.329078129359654
2025-05-29,XRP-USD,2.244246006011963,-1.3194172750172206,2.3025711263929094
2025-05-30,XRP-USD,2.138633966445923,-4.705902975124965,2.280330113002232
2025-05-31,XRP-USD,2.1750600337982178,1.703239915001875,2.257785831178938
2025-05-18,BNB-USD,652.164306640625,1.9613882931234672,645.8916015625
2025-05-19,BNB-USD,649.8529052734375,-0.354420096845498,647.2120361328125
2025-05-20,BNB-USD,650.330810546875,0.07354053041224162,647.9917297363281
