Date,Ticker,Close,Daily_%_Change,7d_SMA,RSI_14,Volume_Change_%,Rolling_Std_7
2025-01-14,BTC-USD,96534.046875,2.1345722040169157,94619.23102678571,54.86526319044368,-26.321712950442656,1186.2247860755986
2025-01-15,BTC-USD,100504.4921875,4.11299996325778,95399.36941964286,61.83853004176377,7.50655038847905,2537.674097625445
2025-01-16,BTC-USD,99756.90625,-0.7438333563293043,96438.35044642857,55.98438629105668,-6.404433299757539,2632.2152923931435
2025-01-17,BTC-USD,104462.0390625,4.716598568833419,97832.71986607143,61.569019565452386,32.87236171789451,3858.4160875176954
2025-01-18,BTC-USD,104408.0703125,-0.051663504258914195,99238.64508928571,61.26697970963562,-29.82838138127477,4243.7310977657735
2025-01-19,BTC-USD,101089.609375,-3.1783567377192568,100181.66964285714,54.529475547298084,52.22307534684696,3712.4127658904417
2025-01-20,BTC-USD,102016.6640625,0.9170622908047932,101253.11830357143,49.889500122277916,64.44823009554949,2766.747748720541
2025-01-21,BTC-USD,106146.265625,4.047967653568851,102626.29241071429,67.22938441466711,-29.73225826933117,2394.5550836516845
2025-01-22,BTC-USD,103653.0703125,-2.3488299826845638,103076.08928571429,65.72177185111465,-39.28116056748877,2218.835293680664
2025-01-23,BTC-USD,103960.171875,0.2962783076025932,103676.55580357143,72.83481617517897,93.22203050530705,1672.3280225247938
2025-01-24,BTC-USD,104819.484375,0.8265785680243276,103727.61941964286,71.28276203879417,-49.677274756413084,1705.43911298805
2025-01-25,BTC-USD,104714.6484375,-0.10001569662844156,103771.41629464286,71.37290997469708,-54.40006879950039,1729.5915273719208
2025-01-26,BTC-USD,102682.5,-1.9406534499448846,103998.97209821429,65.94519731581173,-5.6327214200368125,1389.2503941371654
2025-01-27,BTC-USD,102087.6875,-0.5792734886665207,104009.11830357143,64.41512558193222,294.82342813716417,1372.5185483988464
2025-01-28,BTC-USD,101332.4765625,-0.7397669160641884,103321.43415178571,59.59729425239581,-46.99192978219611,1328.5009648992223
2025-01-29,BTC-USD,103703.2109375,2.3395602825692086,103328.59709821429,56.83511558242618,0.5327695461990745,1330.7204000612621
2025-01-30,BTC-USD,104735.3046875,0.9952379879751394,103439.33035714286,60.51019475779224,-11.629911248125346,1421.2088316809006
2025-01-31,BTC-USD,102405.0234375,-2.2249243050878498,103094.40736607143,45.17332177708167,9.10641068796394,1319.7960613994499
2025-02-01,BTC-USD,100655.90625,-1.7080384621634526,102514.58705357143,41.84452609553993,-39.30403019267651,1379.5491571607397
2025-02-02,BTC-USD,97688.9765625,-2.947596219670423,101801.2265625,42.493889486882445,127.29282444534383,2277.2452211881673
2025-02-03,BTC-USD,101405.421875,3.804365081173988,101703.76004464286,48.798745176264596,82.90945403724368,2277.541738064577
2025-02-04,BTC-USD,97871.8203125,-3.4846278405663456,101209.38058035714,33.34841593389231,-36.74041395205248,2706.7265443541523
2025-02-05,BTC-USD,96615.4453125,-1.2836943218062724,100196.84263392857,35.095461476555556,-32.706194875396,2934.468471456063
2025-02-06,BTC-USD,96593.296875,-0.022924323774897726,99033.69866071429,34.2075540332235,-7.782938163209064,2400.840414237942
2025-02-07,BTC-USD,96529.0859375,-0.06647556256734743,98194.27901785714,31.600562470849127,23.042492076839704,2023.1610972619842
2025-02-08,BTC-USD,96482.453125,-0.04830959709924976,97598.07142857143,31.682413416056647,-59.72908734016627,1776.7751585208837
2025-02-09,BTC-USD,96500.09375,0.018283765004545316,97428.23102678571,34.88869912060734,23.54546916214908,1822.8617925456688
2025-02-10,BTC-USD,97437.5546875,0.9714611676219231,96861.39285714286,38.821195699738986,44.517738100525776,558.2490486509279
2025-02-11,BTC-USD,95747.4296875,-1.7345724709743937,96557.90848214286,37.15123982449569,-6.462690061012266,490.7618128337577
2025-02-12,BTC-USD,97885.859375,2.233406885677658,96739.39620535714,36.472214319427685,31.613888805113312,704.1142749186484
2025-02-13,BTC-USD,96623.8671875,-1.2892487184132717,96743.76339285714,31.33704915628242,-24.71231165228597,703.1512291362476
2025-02-14,BTC-USD,97508.96875,0.9160278803397981,96883.74665178571,37.93255501832179,-11.977440824722585,749.3125233077081
2025-02-15,BTC-USD,97580.3515625,0.07320640697474623,97040.58928571429,41.736145951630746,-47.86447819070757,766.0330899926602
2025-02-16,BTC-USD,96175.03125,-1.4401672980240199,96994.15178571429,45.55946175960667,-2.994678931949113,812.6910410277853
2025-02-17,BTC-USD,95773.3828125,-0.41762236235300954,96756.41294642857,29.493117445760234,65.3078251167234,900.0771107445082
2025-02-18,BTC-USD,95539.546875,-0.24415545387781457,96726.71540178571,38.82186866965968,36.541441915179675,941.3974578260645
2025-02-19,BTC-USD,96635.609375,1.1472343504350446,96548.10825892857,50.09815069040131,-22.330038140909846,791.4919476036716
2025-02-20,BTC-USD,98333.9375,1.7574558032842136,96792.40401785714,57.28412950202895,9.234457761046212,1042.7879903511005
2025-02-21,BTC-USD,96125.546875,-2.245807176184722,96594.77232142857,48.56823376598898,56.65236452788327,1015.0752171242284
2025-02-22,BTC-USD,96577.7578125,0.47043783073406065,96451.54464285714,50.328683782975475,-63.00281587043768,919.0203168083523
2025-02-23,BTC-USD,96273.921875,-0.31460239332733453,96465.671875,49.23508535337736,-7.379091495057022,914.8117471785191
2025-02-24,BTC-USD,91418.171875,-5.043681513571874,95843.49888392857,33.90747100244829,159.1048854566965,2133.447159132608
2025-02-25,BTC-USD,88736.171875,-2.9337712021491935,94871.58816964286,32.19976920657122,109.18607575771246,3442.8432536973337
2025-02-26,BTC-USD,84347.0234375,-4.94629004695274,93116.07589285714,19.15281130638695,-29.89133902988582,5118.608966761576
2025-02-27,BTC-USD,84704.2265625,0.4234922709094535,91168.97433035714,21.674152330284116,-18.48043907840293,5388.191478752022
2025-02-28,BTC-USD,84373.0078125,-0.3910297790814532,89490.04017857143,17.93970142446318,58.77557625026179,5417.278757049447
2025-03-01,BTC-USD,86031.9140625,1.9661575342751147,87983.49107142857,23.84137204144892,-65.08739481754114,4507.706702234091
2025-03-02,BTC-USD,94248.3515625,9.550452979612857,87694.12388392857,46.66491041920852,100.05852666057145,3912.535809411563
2025-03-03,BTC-USD,86065.671875,-8.682040111941614,86929.48102678571,36.76197448718361,19.990101132511807,3571.605390023966
2025-03-04,BTC-USD,87222.1953125,1.3437685575495406,86713.19866071429,38.936365716670544,-2.8213560540383154,3488.8463654722864
2025-03-05,BTC-USD,90623.5625,3.899657851208138,87609.84709821429,42.46497358625357,-25.84065063300872,3584.6107412232213
2025-03-06,BTC-USD,89961.7265625,-0.7303133084179958,88360.91852678571,39.227035637619096,-5.44402501596688,3421.416696774592
2025-03-07,BTC-USD,86742.671875,-3.57824911826653,88699.44196428571,38.23262447370494,38.10667934762786,3059.1299638554938
2025-03-08,BTC-USD,86154.59375,-0.6779571257010009,88716.96763392857,36.97236040813848,-72.39224960930028,3041.601938064435
2025-03-09,BTC-USD,80601.0390625,-6.44603432710168,86767.3515625,32.68333551719893,69.71957360447266,3270.4006565783143
2025-03-10,BTC-USD,78532.0,-2.567012890361897,85691.11272321429,34.828033942494386,74.95871745065577,4534.933910343462
2025-03-11,BTC-USD,82862.2109375,5.513944554449135,85068.2578125,43.34248372471754,1.1870601613012122,4588.692391202809
2025-03-12,BTC-USD,83722.359375,1.0380466895202334,84082.37165178571,49.23044880685253,-26.23145978806609,3883.3580602871843
2025-03-13,BTC-USD,81066.703125,-3.17197970748182,82811.65401785714,45.75895073327962,-22.155569517649866,2991.8555643460527
2025-03-14,BTC-USD,83969.1015625,3.580259620308812,82415.4296875,49.555716273021545,-5.809159314957424,2532.950377626372
2025-03-15,BTC-USD,84343.109375,0.44541123525254633,82156.64620535714,48.088332858438804,-53.86494722609918,2151.0014934910387
2025-03-16,BTC-USD,82579.6875,-2.0907717157540473,82439.31026785714,34.531694001181876,56.26009160519973,2039.6324055437906
2025-03-17,BTC-USD,84075.6875,1.8115835083536647,83231.265625,46.79358490395029,17.639323615254643,1153.3217244904085
2025-03-18,BTC-USD,82718.5,-1.6142449028442418,83210.73549107143,42.78992548448592,-3.9732972718213633,1162.2308161542337
2025-03-19,BTC-USD,86854.2265625,4.9997601050550955,83658.14508928571,44.10420733345081,44.97131071975697,1812.766006644038
2025-03-20,BTC-USD,84167.1953125,-3.093725379117185,84101.07254464286,41.47650355764329,-16.898482800767255,1407.5386986743076
2025-03-21,BTC-USD,84043.2421875,-0.14727011460912154,84111.6640625,45.63148383168455,-34.443282456143685,1406.6588000127865
2025-03-22,BTC-USD,83832.484375,-0.25077306278807887,84038.71763392857,46.195644939489725,-48.17141528728518,1405.895916789098
2025-03-23,BTC-USD,86054.375,2.6503933905394295,84535.1015625,60.029149500674,27.69281312155998,1418.2493097092135
2025-03-24,BTC-USD,87498.9140625,1.6786352378946434,85024.13392857143,66.87862402225846,174.5824581258911,1777.9970611064753
2025-03-25,BTC-USD,87471.703125,-0.031098600241552532,85703.16294642857,60.353788741049904,-13.234297684824437,1654.0216446035254
2025-03-26,BTC-USD,86900.8828125,-0.652577110204744,85709.828125,57.233583087058456,-11.003837938241755,1659.5180054262103
